Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score,PI_High,PI_Low,AtR_High,AtR_Low
24,96,93,2,94,0,1,1,0
17,86,61,2,66,0,0,0,0
24,91,66,2,69,0,1,0,1
26,75,70,0,68,1,0,0,0
24,98,66,2,71,1,0,0,1
11,93,94,4,69,1,0,0,0
16,94,76,2,67,0,0,0,0
19,67,98,2,64,0,1,0,0
20,71,66,1,63,0,0,0,0
24,71,52,2,66,0,0,1,0
21,71,57,2,66,1,0,0,0
12,94,61,3,69,0,1,1,0
22,61,82,4,64,0,1,0,1
24,63,59,1,62,1,0,0,0
23,71,69,3,66,0,0,0,0
26,68,90,4,70,0,0,1,0
25,69,56,2,67,1,0,0,0
23,92,54,0,68,0,1,0,0
20,83,77,0,67,1,0,0,1
10,60,85,0,62,0,0,0,0
23,77,96,1,67,0,1,0,0
21,76,83,0,68,0,0,1,0
22,65,97,2,64,0,1,0,0
12,87,62,2,64,0,0,0,1
14,88,67,2,66,0,0,0,0
26,89,92,2,72,0,0,0,1
20,89,91,2,72,0,0,1,0
24,60,83,2,66,0,0,1,0
20,98,75,4,72,0,1,0,0
20,93,51,1,69,1,0,0,0
26,96,64,2,72,1,0,1,0
17,61,58,1,60,0,1,0,1
21,97,53,0,69,0,0,0,0
17,92,89,0,68,0,0,1,0
17,93,57,3,69,0,1,0,0
18,64,68,1,62,0,0,0,1
21,90,99,2,71,0,0,0,0
17,98,70,1,70,0,0,1,0
28,87,57,2,68,0,1,0,1
15,83,84,1,68,1,0,0,0
19,98,90,1,70,0,0,1,0
17,78,64,0,65,0,0,1,0
29,84,90,0,73,1,0,0,0
21,79,64,0,66,1,0,0,0
26,97,85,2,71,0,0,0,0
11,63,56,2,62,1,0,0,0
22,80,71,2,68,0,0,0,0
25,87,76,1,70,0,0,1,0
20,92,86,0,68,0,0,0,1
26,83,83,2,71,1,0,0,1
17,96,93,2,70,0,0,0,0
28,98,59,1,72,0,0,0,0
34,63,83,2,69,0,0,1,0
18,76,56,1,63,0,0,1,0
17,61,74,0,62,0,0,0,0
29,73,76,2,68,0,0,0,0
29,81,51,2,70,0,1,0,0
17,96,54,1,69,0,0,0,0
17,94,92,2,68,0,0,0,0
18,65,64,2,65,1,0,0,0
12,64,67,3,59,0,0,0,1
14,84,82,3,66,0,0,0,0
14,81,61,0,64,1,0,0,0
15,71,60,5,63,0,1,0,0
20,96,71,5,72,0,0,0,0
21,97,53,0,67,0,0,1,0
29,76,96,2,94,0,0,0,0
14,96,97,2,70,0,0,1,0
26,75,72,0,66,0,1,0,0
19,89,60,4,69,0,1,0,0
20,79,74,2,64,0,0,0,1
24,65,55,1,63,0,0,0,0
13,97,70,1,71,1,0,1,0
22,78,54,1,65,1,0,0,0
21,89,85,1,68,0,1,0,0
23,75,64,1,64,0,0,0,0
22,61,76,1,64,0,1,0,1
35,64,51,2,66,0,0,0,0
16,80,76,1,68,1,0,0,0
17,88,50,3,67,0,0,0,0
16,73,96,1,66,0,1,1,0
17,88,75,2,68,0,0,0,0
16,88,55,3,66,0,1,0,0
27,88,67,3,71,0,0,0,0
29,80,52,4,71,0,0,1,0
17,97,77,0,68,0,0,1,0
15,80,56,3,64,1,0,0,1
23,78,74,3,67,0,0,0,0
17,68,65,0,64,1,0,0,0
24,72,88,3,68,1,0,0,1
21,62,74,0,62,0,0,0,1
11,85,92,0,64,0,0,0,1
29,70,97,3,70,0,1,1,0
31,72,98,0,68,0,0,0,0
16,91,63,2,69,0,0,0,0
18,73,88,3,65,0,1,0,0
22,70,72,2,67,0,0,1,0
22,67,71,2,65,1,0,0,0
24,91,93,0,71,1,0,0,0
32,65,57,2,65,0,0,0,1
19,78,74,2,66,0,0,0,0
15,80,80,0,65,1,0,0,0
12,87,53,2,65,0,0,0,0
16,85,93,1,68,0,1,0,0
20,92,66,2,68,0,0,0,0
31,62,83,0,67,1,0,0,0
17,72,96,3,65,0,1,0,0
21,71,86,2,66,0,0,0,1
20,66,94,0,63,0,0,0,0
27,72,53,1,70,1,0,1,0
35,72,75,1,72,1,0,1,0
17,81,78,2,67,0,0,1,0
17,87,84,0,67,1,0,0,1
26,75,56,1,66,0,1,0,0
24,89,83,1,66,0,1,0,0
31,73,57,2,69,1,0,0,0
24,72,53,0,62,0,0,0,1
18,82,73,2,66,0,1,0,0
24,61,80,0,64,0,0,0,0
27,63,98,1,67,1,0,0,0
25,77,85,2,71,1,0,1,0
23,98,80,1,73,1,0,0,0
26,89,61,0,68,0,0,0,1
27,64,58,2,66,1,0,0,1
28,94,80,3,75,0,0,1,0
24,89,61,1,72,0,0,1,0
19,84,85,1,68,1,0,0,1
21,93,56,1,68,0,0,0,0
27,76,67,1,69,0,1,1,0
15,69,89,1,63,0,0,0,0
22,80,92,0,70,0,0,1,0
18,82,67,1,66,0,1,0,0
20,82,60,3,66,0,1,0,1
28,83,98,1,72,0,0,1,0
21,98,88,1,71,0,1,0,0
20,96,90,3,72,1,0,0,0
12,95,61,4,69,0,0,0,0
24,92,71,2,71,0,1,1,0
24,98,53,3,69,0,0,0,1
33,64,55,1,68,1,0,0,0
18,71,61,2,61,0,1,0,1
21,80,65,2,68,0,0,1,0
21,94,100,0,72,1,0,0,0
29,80,71,0,70,0,0,0,0
19,90,85,0,73,1,0,0,0
22,66,95,3,67,0,0,1,0
24,70,62,2,65,0,0,1,0
21,89,57,1,68,0,0,0,0
17,67,62,3,65,0,1,1,0
21,74,94,1,97,1,0,0,0
26,71,83,1,66,1,0,0,1
14,74,73,2,67,1,0,1,0
21,88,91,2,70,1,0,0,0
16,75,62,3,66,1,0,0,0
27,82,62,1,69,0,0,1,0
11,64,78,2,62,1,0,0,0
17,92,90,1,68,0,0,0,1
22,75,63,1,67,0,0,1,0
29,86,61,0,68,0,0,0,0
20,89,74,1,69,1,0,0,0
17,68,57,1,62,0,0,0,0
31,95,87,2,75,1,0,0,0
11,85,79,2,65,0,0,0,0
7,77,76,2,63,1,0,0,0
23,67,94,1,66,1,0,0,0
17,98,87,3,71,0,1,1,0
14,90,57,0,66,1,0,0,0
24,68,71,2,66,0,0,0,0
21,74,66,1,66,0,0,1,0
17,92,90,1,71,1,0,1,0
12,88,86,3,68,0,0,0,0
25,91,74,1,71,0,0,0,0
24,78,91,0,68,0,0,0,0
19,89,71,2,68,0,1,0,0
31,75,90,2,68,0,0,0,0
14,68,52,2,62,0,0,0,0
11,85,57,0,65,1,0,0,1
16,99,88,2,71,0,1,1,0
20,72,56,0,63,0,0,1,0
21,78,84,1,68,1,0,0,0
19,87,86,1,69,1,0,0,1
22,82,83,1,69,1,0,1,0
12,94,91,3,71,0,0,1,0
29,90,76,0,71,0,0,1,0
20,62,95,0,62,0,0,0,0
27,100,78,2,70,0,1,0,1
22,90,75,1,70,1,0,1,0
23,95,75,2,73,0,0,0,0
23,86,96,3,71,0,0,1,0
23,94,62,2,69,0,0,0,1
24,64,85,0,66,0,0,1,0
28,74,62,1,65,0,0,0,1
21,95,55,2,71,1,0,0,0
24,68,98,2,68,0,0,0,0
19,63,56,2,64,0,0,1,0
29,92,84,2,71,0,1,0,1
16,93,71,0,67,0,1,0,0
31,67,92,2,66,0,0,0,1
20,94,89,1,71,0,1,1,0
11,87,57,0,62,0,1,0,0
21,81,73,3,67,1,0,0,0
16,93,51,3,67,0,0,0,1
25,77,71,0,66,0,1,0,0
16,68,85,1,64,0,1,0,0
17,71,62,2,62,0,1,0,0
9,80,91,1,65,0,0,1,0
17,81,53,0,63,0,0,0,1
5,92,52,2,64,0,0,0,0
10,92,51,1,65,0,1,1,0
25,83,64,0,68,0,0,1,0
25,91,73,2,72,0,0,1,0
23,68,55,0,64,0,0,0,0
14,62,100,1,62,1,0,0,0
20,95,100,3,69,0,0,0,1
20,63,76,3,64,0,1,0,1
13,70,78,1,61,1,0,0,0
29,88,96,2,72,0,0,1,0
25,76,88,1,66,0,0,0,1
19,95,58,2,69,1,0,0,1
20,72,90,2,65,0,0,0,0
21,60,62,2,64,1,0,0,0
8,72,72,3,62,0,1,0,0
19,83,77,1,66,0,0,0,0
16,75,86,0,62,0,1,0,1
14,81,58,3,66,0,0,0,0
18,95,54,2,70,0,0,1,0
31,96,93,3,75,0,0,0,0
24,71,91,3,67,0,1,1,0
17,78,76,4,66,0,1,0,0
23,82,83,2,71,0,0,1,0
28,98,86,2,75,1,0,0,0
26,100,74,1,72,1,0,1,0
20,69,63,2,64,1,0,0,0
16,89,74,1,65,0,0,0,0
24,75,98,1,67,0,1,0,0
22,60,92,2,63,0,0,0,0
25,60,73,1,62,0,0,0,1
24,78,61,2,69,0,1,1,0
26,80,94,1,70,0,0,0,0
17,61,82,0,63,0,1,0,0
28,87,70,2,71,0,0,0,0
21,72,56,0,63,0,0,0,1
32,82,88,0,71,0,1,0,0
16,72,66,0,63,0,0,0,0
30,67,80,0,68,0,0,1,0
21,76,78,0,65,0,0,0,1
16,69,85,0,66,1,0,1,0
17,81,77,3,66,0,1,0,0
18,68,82,0,66,1,0,1,0
23,80,54,0,65,0,1,0,1
23,66,83,0,66,0,0,1,0
17,87,60,4,67,0,0,0,0
20,90,70,0,68,1,0,0,0
33,64,76,2,68,0,0,0,1
30,79,84,3,69,0,1,0,0
23,63,87,1,64,0,0,0,1
20,84,85,0,67,0,0,0,0
21,71,55,1,63,0,0,0,0
24,81,69,3,67,0,1,1,0
14,81,64,2,64,0,0,1,0
18,97,70,0,66,0,1,0,0
10,82,82,2,65,1,0,0,0
22,83,60,4,68,0,0,0,0
24,76,75,0,66,0,1,1,0
17,98,94,0,71,1,0,1,0
29,91,87,2,74,0,0,1,0
13,71,86,2,65,0,0,1,0
11,94,92,0,68,0,1,1,0
21,77,70,2,68,0,0,1,0
26,93,88,1,72,0,0,0,0
30,93,53,3,74,1,0,1,0
17,68,53,0,61,0,1,1,0
26,88,67,0,65,0,1,0,1
20,72,60,0,63,1,0,0,1
19,72,76,1,66,1,0,0,0
25,72,59,2,66,0,1,1,0
24,89,99,2,73,1,0,0,0
11,69,93,0,63,0,0,0,0
29,60,99,0,68,1,0,1,0
28,89,90,3,73,1,0,0,1
16,67,98,0,63,0,1,1,0
22,64,68,2,65,0,0,1,0
23,70,75,0,66,0,1,1,0
22,75,62,0,65,0,1,0,1
17,79,82,0,66,0,1,1,0
16,62,89,3,65,1,0,0,0
20,99,75,2,70,0,0,0,0
27,89,65,1,70,0,0,0,0
23,73,75,0,68,1,0,0,0
18,73,53,1,64,0,0,1,0
25,78,86,1,68,0,0,0,0
3,85,73,2,62,0,1,1,0
27,66,95,1,68,0,0,0,0
10,68,96,1,61,0,1,0,0
18,94,56,1,69,1,0,0,0
13,70,100,3,65,0,0,0,0
12,75,98,2,65,0,0,1,0
27,95,81,3,72,0,0,1,0
17,87,91,3,70,0,0,0,0
22,74,51,1,65,0,0,1,0
20,87,99,3,69,0,0,0,0
23,61,73,1,65,1,0,0,1
20,89,95,3,69,0,1,0,0
12,79,69,2,65,0,1,0,0
26,93,89,0,72,0,0,1,0
17,98,71,0,70,1,0,0,1
11,97,68,0,64,0,0,0,0
17,96,97,0,67,0,0,0,1
29,80,85,0,69,0,0,0,1
25,74,92,4,70,0,1,0,0
18,79,77,1,65,0,0,0,0
18,88,96,1,69,1,0,1,0
18,95,87,5,74,1,0,0,0
32,68,54,1,66,0,1,0,0
22,97,88,1,72,0,0,0,0
23,93,51,0,67,0,0,0,1
26,99,91,2,75,0,1,1,0
21,95,67,3,70,0,0,0,1
18,71,80,1,63,0,1,0,1
19,64,87,2,65,0,0,0,0
20,64,82,3,64,0,0,1,0
20,72,84,2,65,0,0,1,0
24,85,95,2,70,0,0,0,0
20,92,69,0,67,0,0,0,1
24,96,77,0,67,0,0,0,0
20,85,59,1,68,0,0,1,0
20,60,73,4,65,0,0,0,0
8,67,58,2,61,1,0,0,0
25,64,82,2,63,0,0,0,1
22,75,66,2,80,0,0,0,1
26,80,93,2,69,0,0,0,0
3,62,67,1,55,0,0,0,1
33,74,64,2,70,0,0,0,0
19,67,75,1,65,0,0,0,0
27,86,59,1,68,0,1,0,0
14,79,60,3,64,0,0,0,1
24,80,89,1,69,0,0,0,0
14,77,75,1,89,0,1,1,0
16,98,60,1,67,0,0,0,1
31,69,52,2,92,0,0,0,0
19,81,73,1,67,1,0,1,0
21,89,87,3,70,0,1,0,0
25,82,68,1,68,1,0,0,1
23,97,62,0,70,0,0,0,1
21,75,70,3,67,0,0,0,0
22,79,98,0,69,0,0,0,0
34,64,71,0,67,0,0,0,0
20,84,63,0,69,1,0,1,0
21,72,78,0,63,0,0,1,0
26,66,91,3,69,0,0,0,0
27,82,51,1,66,0,0,1,0
27,81,78,0,68,0,0,0,0
24,63,92,4,69,0,0,0,0
13,88,61,4,66,1,0,0,1
30,85,96,1,72,0,0,0,0
13,68,79,1,62,0,1,0,0
22,79,76,1,67,0,0,0,0
15,89,98,0,67,1,0,0,1
20,81,56,1,67,1,0,1,0
22,76,87,2,65,0,0,0,1
22,73,91,1,67,1,0,0,1
23,84,74,3,66,0,1,0,1
30,98,50,0,70,0,1,0,1
23,87,76,2,71,0,1,1,0
19,63,58,2,64,0,1,1,0
26,78,78,4,69,0,1,1,0
27,96,87,0,72,0,0,1,0
13,64,77,0,60,0,0,0,1
24,100,82,1,71,0,0,0,1
24,98,55,0,71,0,0,0,0
18,63,55,2,66,1,0,1,0
28,97,93,3,74,0,0,0,0
19,75,52,0,64,0,0,0,0
21,94,64,2,68,0,0,0,1
19,77,97,4,66,1,0,0,1
20,78,73,1,65,0,0,0,0
13,85,84,0,64,0,1,1,0
11,91,61,1,65,0,0,0,1
30,61,64,4,69,1,0,1,0
15,84,75,2,68,0,0,1,0
14,67,82,1,62,0,0,1,0
7,74,98,3,63,0,1,1,0
16,74,79,0,65,1,0,0,1
12,79,55,1,62,0,1,1,0
30,73,68,0,67,0,1,0,0
26,64,62,1,64,0,1,1,0
16,66,63,2,61,0,0,0,1
34,61,75,1,65,0,1,0,0
26,79,66,1,67,1,0,0,1
18,98,64,0,70,1,0,0,1
5,65,98,1,59,0,0,1,0
34,98,79,1,75,0,0,1,0
12,89,63,4,67,0,1,0,0
10,85,64,1,64,0,0,0,0
26,86,91,3,72,0,0,1,0
35,93,94,5,76,0,0,0,0
28,64,84,2,69,0,0,1,0
23,80,72,0,65,0,1,0,0
24,88,88,2,72,1,0,0,0
25,83,97,0,69,0,0,1,0
25,93,58,0,71,1,0,0,0
22,63,93,0,64,1,0,0,0
21,88,92,2,74,1,0,1,0
20,81,68,0,68,0,0,1,0
15,75,65,1,66,0,0,1,0
18,74,78,0,65,0,0,0,0
10,85,64,2,67,1,0,0,0
19,96,57,0,69,0,0,0,0
14,80,98,2,66,1,0,0,1
13,93,75,1,69,0,0,1,0
21,76,74,2,67,0,0,0,0
28,64,56,1,64,0,0,0,0
26,62,75,2,67,1,0,1,0
11,62,87,3,61,0,1,1,0
14,75,62,0,61,0,0,0,1
26,73,68,4,68,0,0,0,0
14,89,59,2,66,0,1,1,0
19,90,68,0,66,0,0,0,0
23,62,93,2,68,0,0,1,0
14,69,62,1,63,0,1,1,0
21,71,51,3,66,0,0,0,0
12,82,77,0,66,1,0,0,0
16,66,79,0,66,1,0,0,0
22,65,66,2,65,0,0,0,0
10,98,82,2,69,0,0,0,0
23,92,52,1,71,0,0,1,0
20,67,67,1,66,1,0,1,0
23,76,57,1,66,0,0,0,0
21,74,61,0,65,0,0,1,0
28,92,69,4,71,0,1,0,0
21,80,75,3,69,0,0,1,0
17,65,55,2,61,0,1,0,1
21,90,55,1,70,1,0,0,0
23,76,84,2,70,0,0,0,0
20,71,70,0,65,0,0,0,0
20,75,59,2,64,0,0,0,1
16,80,62,0,68,1,0,1,0
16,74,86,1,63,0,1,0,0
12,70,53,2,63,0,0,1,0
30,76,75,3,71,0,0,0,0
13,61,68,1,58,1,0,0,1
16,91,91,1,68,0,0,0,0
16,67,90,1,65,0,0,1,0
25,62,84,2,65,0,0,0,0
18,86,69,2,68,1,0,0,1
27,91,82,0,69,0,1,1,0
16,93,82,5,71,0,0,0,0
22,80,67,2,65,0,1,0,0
15,68,94,0,64,0,1,0,0
33,89,99,2,75,0,1,0,0
13,88,66,1,67,1,0,0,0
22,70,90,1,68,0,0,1,0
24,96,75,1,72,1,0,1,0
22,64,73,3,67,0,0,0,0
19,99,69,1,72,1,0,0,0
19,94,65,1,69,0,0,0,1
20,88,96,0,68,0,1,0,1
19,98,87,0,70,0,0,0,0
26,89,72,1,69,0,0,0,0
33,68,88,2,67,0,0,0,1
17,78,86,0,63,0,0,0,0
12,63,63,4,61,0,0,1,0
19,76,59,1,66,0,0,1,0
35,90,92,0,73,1,0,0,0
15,75,91,0,67,0,0,1,0
30,73,100,2,72,1,0,0,0
30,84,51,1,69,1,0,0,0
17,95,77,2,69,0,1,1,0
23,62,85,1,63,0,1,1,0
30,75,79,0,67,0,0,0,0
18,66,86,0,63,0,0,0,0
19,88,57,1,66,0,0,1,0
17,64,50,2,62,0,0,0,0
14,87,55,2,68,0,0,0,0
16,71,69,1,65,0,0,1,0
13,68,66,0,59,0,1,0,1
20,97,94,1,72,1,0,0,0
15,61,54,0,63,0,0,1,0
21,78,72,1,68,0,0,0,0
11,61,98,0,61,0,0,0,0
22,79,75,1,65,0,1,0,0
25,80,57,2,68,0,0,0,0
8,73,65,1,61,0,1,0,0
22,65,81,1,63,0,1,0,1
27,75,51,1,67,0,0,0,0
13,87,98,0,66,0,1,0,0
30,91,78,3,75,0,0,0,0
23,81,85,0,68,0,0,0,0
16,84,75,2,65,0,1,0,0
20,68,98,0,64,0,1,0,0
23,71,79,2,67,1,0,0,0
20,66,83,2,64,0,1,0,0
23,70,93,0,67,0,0,1,0
14,69,93,2,63,0,0,1,0
21,81,51,0,67,1,0,0,0
12,83,64,1,65,1,0,0,1
19,98,62,1,70,1,0,0,1
15,68,50,2,62,0,0,0,0
16,86,94,2,69,1,0,0,0
27,93,66,2,70,0,0,0,1
27,82,67,1,68,0,0,0,0
24,70,55,4,68,0,0,1,0
13,71,99,0,64,0,0,0,0
18,62,91,4,63,0,1,1,0
27,72,79,2,68,0,1,0,1
21,90,89,1,67,1,0,0,1
34,62,89,3,68,1,0,0,1
22,69,83,1,66,0,0,1,0
21,88,59,2,67,0,0,0,0
18,91,86,1,69,1,0,0,0
21,78,78,2,68,1,0,0,0
19,88,86,4,70,0,0,1,0
24,76,77,3,68,0,0,0,0
26,66,98,2,66,0,1,0,0
15,76,81,2,67,0,0,1,0
12,83,79,1,65,0,0,0,0
9,98,92,0,67,0,0,0,0
23,63,69,2,63,0,0,0,0
13,80,66,2,64,0,1,1,0
7,73,75,3,64,1,0,0,0
22,80,79,0,66,0,1,0,1
35,61,61,2,68,0,0,1,0
20,73,84,0,67,1,0,0,0
25,93,90,1,72,0,0,1,0
20,82,79,1,67,0,0,0,0
19,78,76,2,66,0,0,0,0
26,71,65,1,66,1,0,0,1
18,72,95,1,67,1,0,1,0
22,75,88,0,65,0,0,0,0
22,93,74,2,70,1,0,0,0
16,99,83,0,69,0,1,0,0
26,78,67,1,69,1,0,1,0
19,76,53,1,66,1,0,0,0
15,94,60,2,66,0,0,0,1
23,77,54,1,67,1,0,1,0
15,82,75,1,67,0,0,1,0
20,69,81,2,67,0,0,0,0
20,90,69,2,72,1,0,1,0
27,81,77,1,68,0,0,0,1
23,92,54,3,70,0,0,0,1
20,91,88,1,69,0,0,0,0
25,69,52,1,65,1,0,0,1
28,89,82,0,72,1,0,1,0
23,92,72,0,69,0,0,1,0
20,74,59,5,68,0,0,0,0
12,67,76,1,62,1,0,1,0
14,60,89,2,60,0,0,0,1
18,78,71,3,67,1,0,0,0
16,74,68,2,67,1,0,1,0
19,82,57,1,67,0,0,1,0
20,68,80,0,63,0,0,0,0
23,94,91,1,71,0,0,0,1
20,70,78,0,66,0,0,0,0
23,69,58,0,65,0,0,0,0
20,79,83,2,69,1,0,0,0
8,80,52,2,63,1,0,0,1
14,69,92,3,64,0,0,0,0
19,71,96,2,67,1,0,1,0
13,67,80,1,62,0,0,0,0
24,89,94,2,68,0,0,0,1
29,91,54,2,71,0,0,1,0
27,78,61,1,66,1,0,0,0
19,89,66,1,69,0,0,1,0
29,89,89,1,71,0,0,0,1
21,66,74,2,66,0,0,0,0
18,99,67,5,72,0,0,0,0
16,93,58,1,70,0,0,0,0
18,68,91,1,65,0,1,0,0
18,67,51,0,64,1,0,0,0
21,65,67,1,63,0,0,0,0
21,66,62,3,63,0,0,0,0
20,90,56,3,66,0,1,0,0
23,79,59,1,68,1,0,1,0
27,91,75,1,74,0,0,1,0
26,90,71,0,71,1,0,1,0
11,84,76,3,67,1,0,0,0
5,87,86,2,66,1,0,0,1
26,61,95,0,67,1,0,0,0
12,72,56,3,62,0,1,1,0
19,86,54,1,68,0,0,0,1
13,60,66,2,62,0,0,0,0
9,61,77,1,82,1,0,0,0
23,94,55,2,70,1,0,0,0
25,87,86,4,72,1,0,0,0
17,71,78,0,64,0,1,1,0
4,88,87,1,66,0,0,1,0
17,92,68,0,68,0,0,0,0
22,72,70,1,64,0,1,0,0
11,61,90,0,61,0,1,0,0
21,97,63,0,69,0,0,0,0
20,74,69,2,68,1,0,1,0
23,64,51,1,64,0,0,0,0
21,80,78,1,67,0,0,1,0
14,91,93,0,67,0,0,0,0
27,69,51,1,65,0,0,0,0
19,71,81,2,68,1,0,0,0
20,70,92,2,67,0,0,1,0
14,100,75,1,67,0,1,0,0
17,68,66,1,64,0,0,1,0
15,83,100,0,70,1,0,1,0
19,97,53,2,69,0,0,1,0
30,66,61,0,66,0,0,1,0
12,99,94,2,69,0,1,0,0
10,98,65,1,66,0,1,0,0
29,95,91,1,73,1,0,0,0
19,69,67,4,66,0,0,0,0
16,85,91,0,69,0,0,1,0
26,90,84,1,70,0,0,0,1
16,99,73,1,71,1,0,0,0
31,67,76,2,70,0,1,1,0
24,91,59,0,69,1,0,0,1
17,74,56,1,63,0,0,0,0
33,67,86,4,71,1,0,0,0
16,77,92,2,67,1,0,1,0
24,92,86,3,73,0,0,0,0
22,79,96,1,68,0,1,1,0
28,82,95,0,69,0,1,0,0
29,100,89,2,76,1,0,1,0
20,76,95,4,68,0,1,0,0
15,85,58,1,65,0,0,0,0
23,75,87,0,66,0,0,0,0
16,76,88,0,65,0,0,0,1
32,88,58,3,69,0,1,0,0
21,98,95,0,71,1,0,0,0
18,82,50,1,66,1,0,0,1
21,91,72,3,69,0,0,1,0
12,64,51,2,59,0,0,0,0
14,68,76,2,65,0,0,1,0
27,80,71,4,72,1,0,1,0
16,61,81,0,60,0,0,0,1
14,70,88,0,64,0,0,0,0
23,81,88,1,69,0,0,0,0
27,61,86,3,70,1,0,1,0
24,71,55,2,67,0,0,1,0
26,81,71,0,67,0,0,0,0
15,83,91,0,64,0,0,0,1
11,97,83,4,68,0,0,0,0
29,86,84,1,72,0,0,1,0
18,77,61,1,65,0,0,1,0
18,97,66,2,70,0,0,1,0
28,91,98,2,75,1,0,0,0
23,68,92,3,65,0,1,0,1
23,65,58,1,63,0,0,1,0
33,87,77,0,71,0,0,1,0
16,82,75,2,66,0,0,0,1
26,92,72,1,69,0,0,0,1
20,90,74,0,68,1,0,0,0
22,85,82,1,71,0,0,1,0
29,99,98,5,77,1,0,0,0
23,81,94,1,70,1,0,0,1
23,65,94,1,66,0,0,0,0
26,93,85,1,73,1,0,0,0
18,70,51,1,62,0,0,0,0
15,91,72,0,65,0,0,0,0
14,98,76,0,71,1,0,1,0
8,88,92,1,66,0,0,0,0
32,84,96,1,72,0,1,0,0
13,78,73,0,64,0,0,0,0
19,75,65,0,63,0,0,0,0
18,74,67,0,63,0,1,0,0
22,85,79,5,72,1,0,0,0
25,90,64,2,71,0,0,0,0
25,87,96,3,72,1,0,1,0
17,68,71,1,65,0,0,1,0
19,80,100,0,67,0,0,0,0
22,92,55,1,68,0,1,1,0
19,79,59,2,66,0,0,1,0
30,81,76,0,72,0,0,1,0
23,91,93,3,71,1,0,0,0
24,86,68,3,70,0,0,1,0
24,76,92,1,68,0,0,0,0
27,96,71,0,72,0,0,1,0
21,67,93,1,66,0,1,0,0
12,100,64,1,69,0,0,0,0
22,65,74,2,65,0,1,0,0
16,61,64,1,62,1,0,1,0
17,96,61,1,69,1,0,1,0
24,70,71,1,65,0,0,0,0
27,89,67,2,69,0,0,0,1
20,92,89,1,69,0,1,1,0
22,94,87,2,73,1,0,0,0
30,100,68,2,75,1,0,0,0
21,72,100,3,70,1,0,1,0
36,88,99,0,74,0,0,1,0
23,65,96,0,65,0,0,0,0
9,76,79,1,63,0,0,0,0
25,94,71,4,74,1,0,1,0
22,75,66,0,67,1,0,1,0
28,84,51,3,71,0,0,0,0
24,80,82,1,68,1,0,0,1
19,86,78,2,69,1,0,0,0
13,99,81,0,71,0,0,1,0
19,62,79,7,66,1,0,0,0
15,83,57,0,65,0,0,0,0
17,95,85,1,66,0,0,0,1
24,79,68,2,65,0,1,0,1
30,63,76,1,67,0,0,0,0
22,82,68,2,70,1,0,0,0
13,73,51,1,63,0,0,0,0
23,66,94,1,64,0,1,0,1
27,94,57,1,71,0,0,0,0
16,81,79,2,68,0,0,1,0
19,97,94,2,72,0,0,0,1
20,92,61,2,71,0,0,1,0
15,88,71,1,64,0,1,0,1
24,60,69,1,64,1,0,0,1
19,77,54,3,66,1,0,0,0
23,68,71,3,68,0,0,1,0
15,96,74,2,68,1,0,0,0
17,67,51,3,65,1,0,0,0
24,71,74,1,67,0,0,0,0
18,81,55,3,64,0,0,0,1
30,71,95,1,70,1,0,0,0
18,68,83,1,65,0,0,1,0
21,84,53,2,65,0,0,0,1
26,64,91,1,68,1,0,0,0
11,62,68,2,61,0,0,1,0
9,75,61,3,63,1,0,0,1
11,89,63,0,65,0,0,0,0
28,82,80,1,69,0,0,0,0
17,77,54,1,64,0,0,0,0
35,83,53,1,69,0,0,0,1
17,75,81,3,67,1,0,0,0
21,97,99,1,74,0,0,1,0
29,62,74,1,66,1,0,0,0
32,87,71,0,72,0,0,1,0
32,96,97,1,73,0,0,0,1
27,92,62,0,73,1,0,0,0
26,67,62,0,63,0,1,0,0
24,72,95,3,69,1,0,0,0
25,89,82,2,71,0,1,0,1
17,63,53,1,63,1,0,0,0
15,92,84,0,69,0,0,1,0
20,89,91,3,72,1,0,1,0
19,89,64,2,68,1,0,0,1
17,64,69,1,62,0,1,1,0
24,89,60,1,68,0,1,1,0
26,87,82,1,71,0,0,0,0
21,93,83,1,67,0,0,0,1
29,62,53,0,65,0,1,1,0
13,61,84,1,60,0,1,0,0
19,75,83,2,68,0,0,1,0
16,66,52,1,59,0,1,0,0
9,82,78,0,64,1,0,0,0
20,97,81,2,71,1,0,0,0
19,76,72,2,68,1,0,1,0
29,94,95,2,70,0,1,0,0
24,60,66,1,62,0,1,0,1
14,67,53,2,62,0,0,0,0
31,61,84,2,68,1,0,0,0
27,73,80,3,68,0,0,0,0
23,96,99,3,74,0,0,0,0
19,64,62,0,61,0,1,0,0
14,84,70,1,67,0,0,0,0
18,78,73,1,65,0,0,0,1
27,98,93,5,101,0,1,0,0
31,65,71,1,65,0,0,0,1
29,68,89,0,67,0,0,0,0
17,61,58,2,61,0,0,1,0
13,77,70,3,64,0,0,0,0
21,71,58,1,64,1,0,0,1
9,95,97,1,67,0,0,0,0
22,84,59,0,69,0,0,0,0
19,85,71,1,69,1,0,0,0
17,81,54,4,67,1,0,0,0
10,64,96,1,62,0,0,1,0
23,78,81,0,66,0,1,1,0
17,100,98,0,72,1,0,0,0
13,93,52,2,67,0,0,0,0
3,96,59,2,66,1,0,1,0
20,93,69,2,67,0,1,0,1
31,64,81,1,67,1,0,0,1
30,69,66,0,68,0,0,0,0
17,60,86,0,63,1,0,0,0
